region,gender,year,lowerbound,upperbound,mean_estimate,country,age_group,ci_width,malnutrition_level,condition
Europe,Female,2014,0.62243,1.21908,0.89702,ESP,Child,0.5966499999999999,Low,Malnutrition
Europe,Both,2020,1.12293,1.74438,1.41187,CHE,Child,0.6214500000000001,Low,Malnutrition
Africa,Both,2015,2.5672,11.36391,5.98689,BDI,Child,8.796710000000001,Low,Malnutrition
Africa,Male,2019,13.84975,29.53318,21.06331,NER,Child,15.683430000000001,High,Malnutrition
Eastern Mediterranean,Female,2014,8.69491,11.40996,9.98286,IRN,Child,2.7150499999999997,Low,Malnutrition
Africa,Male,2019,0.85593,10.40689,4.09496,DZA,Child,9.55096,Low,Malnutrition
Africa,Female,2017,1.96352,15.39792,6.917,BWA,Child,13.4344,Low,Malnutrition
Europe,Female,2014,0.59069,1.1683,0.84713,IRL,Child,0.5776099999999998,Low,Malnutrition
Europe,Female,2017,0.58513,1.16298,0.84065,PRT,Child,0.5778499999999999,Low,Malnutrition
Africa,Female,2022,1.36926,13.96787,5.81146,SSD,Child,12.598609999999999,Low,Malnutrition
Americas,Male,2015,1.49318,2.90283,2.11504,ECU,Child,1.4096499999999998,Low,Malnutrition
Europe,Both,2019,1.66317,2.46601,2.04576,MNE,Child,0.8028399999999998,Low,Malnutrition
Africa,Female,2017,1.09516,9.90775,4.18041,GNB,Child,8.81259,Low,Malnutrition
Europe,Male,2013,1.20744,2.20833,1.64992,ESP,Child,1.00089,Low,Malnutrition
Europe,Both,2015,1.39024,6.42991,3.3297,BIH,Child,5.039669999999999,Low,Malnutrition
Europe,Both,2014,1.61042,5.41776,3.21548,BIH,Child,3.8073400000000004,Low,Malnutrition
Western Pacific,Female,2016,0.06668,3.36081,0.86974,TKL,Child,3.29413,Low,Malnutrition
Europe,Male,2014,1.00328,2.20023,1.52889,BEL,Child,1.19695,Low,Malnutrition
Western Pacific,Male,2013,1.909,16.22339,7.17095,LAO,Child,14.314389999999998,Low,Malnutrition
Europe,Both,2012,3.61479,4.8929,4.23086,ROU,Child,1.2781099999999999,Low,Malnutrition
Europe,Female,2017,1.07874,2.46353,1.69402,HRV,Child,1.38479,Low,Malnutrition
Africa,Male,2012,1.54423,19.08801,7.81965,GNQ,Child,17.54378,Low,Malnutrition
Europe,Female,2013,1.71842,4.18871,2.7618,LTU,Child,2.4702900000000003,Low,Malnutrition
Western Pacific,Both,2018,11.28088,15.07056,13.06898,VNM,Child,3.7896800000000006,Moderate,Malnutrition
Eastern Mediterranean,Female,2022,0.41417,5.27919,1.9722,LBN,Child,4.8650199999999995,Low,Malnutrition
Western Pacific,Both,2012,0.54226,4.95707,1.99063,TUV,Child,4.41481,Low,Malnutrition
Africa,Male,2012,3.19899,18.31955,9.22688,SSD,Child,15.12056,Low,Malnutrition
,Female,2012,3.9127,4.50835,4.20333,WB_UMI,Child,0.59565,Low,Malnutrition
Americas,Female,2022,0.60155,2.20262,1.2482,Argentina,Child,1.60107,Low,Malnutrition
Africa,Both,2015,8.9601,12.67336,10.71955,MUS,Child,3.71326,Moderate,Malnutrition
Africa,Female,2015,3.17807,12.59942,7.10441,BWA,Child,9.42135,Low,Malnutrition
Africa,Female,2012,0.80255,4.35271,2.21261,STP,Child,3.55016,Low,Malnutrition
Americas,Female,2016,0.36737,6.77268,2.31195,ATG,Child,6.40531,Low,Malnutrition
Americas,Both,2015,0.81547,4.36432,2.15704,VEN,Child,3.5488500000000003,Low,Malnutrition
Americas,Female,2017,0.56978,5.12921,2.16479,ATG,Child,4.55943,Low,Malnutrition
Western Pacific,Female,2019,0.60229,1.36447,0.94566,AUS,Child,0.7621800000000001,Low,Malnutrition
South-East Asia,Both,2012,10.88007,17.39937,13.89298,NPL,Child,6.519300000000001,Moderate,Malnutrition
Europe,Female,2022,0.80068,1.77481,1.23105,GBR,Child,0.97413,Low,Malnutrition
Eastern Mediterranean,Both,2014,2.16576,9.96429,5.31507,SYR,Child,7.7985299999999995,Low,Malnutrition
Africa,Male,2020,6.83079,24.8182,14.6711,MLI,Child,17.98741,Moderate,Malnutrition
Eastern Mediterranean,Both,2017,1.92441,7.084,3.97612,PSE,Child,5.15959,Low,Malnutrition
Western Pacific,Male,2013,5.56224,10.40497,7.83121,FJI,Child,4.84273,Low,Malnutrition
Africa,Both,2012,7.90916,12.69572,10.08188,MUS,Child,4.78656,Moderate,Malnutrition
Africa,Male,2017,17.9735,24.23099,21.09172,ETH,Child,6.257489999999997,High,Malnutrition
Western Pacific,Female,2019,5.90909,10.63744,8.14644,KHM,Child,4.72835,Low,Malnutrition
Europe,Both,2012,1.23632,2.28346,1.70811,EST,Child,1.0471399999999997,Low,Malnutrition
Americas,Both,2018,1.11339,2.29497,1.64015,Argentina,Child,1.18158,Low,Malnutrition
Europe,Female,2012,1.54281,4.93589,2.99848,GEO,Child,3.3930799999999994,Low,Malnutrition
Europe,Both,2015,1.15696,6.18063,3.09814,UZB,Child,5.02367,Low,Malnutrition
Eastern Mediterranean,Female,2013,1.49777,5.12423,2.97446,EGY,Child,3.62646,Low,Malnutrition
Europe,Male,2016,2.66118,4.11453,3.33451,ISR,Child,1.4533500000000004,Low,Malnutrition
Americas,Both,2012,1.51781,3.74939,2.44196,SLV,Child,2.23158,Low,Malnutrition
Europe,Female,2015,0.59837,1.04413,0.80419,IRL,Child,0.44576000000000005,Low,Malnutrition
Americas,Male,2015,0.29303,7.48801,2.31159,NIC,Child,7.19498,Low,Malnutrition
Western Pacific,Male,2019,0.183,4.12262,1.31879,KIR,Child,3.9396200000000006,Low,Malnutrition
Africa,Female,2021,0.94377,7.02246,3.11139,SWZ,Child,6.07869,Low,Malnutrition
Europe,Female,2018,4.38147,6.58522,5.44823,ROU,Child,2.2037499999999994,Low,Malnutrition
Africa,Male,2019,3.04437,17.36297,8.83298,Gabon,Child,14.3186,Low,Malnutrition
South-East Asia,Female,2022,1.21412,8.98764,4.11248,BTN,Child,7.77352,Low,Malnutrition
Europe,Both,2013,1.14416,1.58858,1.35672,GRC,Child,0.44442000000000004,Low,Malnutrition
Africa,Female,2014,2.14686,5.00934,3.38099,MOZ,Child,2.8624799999999997,Low,Malnutrition
Western Pacific,Both,2020,6.80468,10.49668,8.52655,MYS,Child,3.6919999999999993,Low,Malnutrition
Africa,Both,2020,2.27232,7.43753,4.43035,ZMB,Child,5.16521,Low,Malnutrition
Eastern Mediterranean,Both,2013,2.13001,6.21144,3.83166,IRQ,Child,4.081429999999999,Low,Malnutrition
Africa,Both,2015,5.67468,8.39266,6.97455,UGA,Child,2.717979999999999,Low,Malnutrition
Europe,Both,2018,0.5933,4.48157,1.93677,ISL,Child,3.8882699999999994,Low,Malnutrition
Western Pacific,Both,2020,0.28398,1.83583,0.82684,COK,Child,1.55185,Low,Malnutrition
Africa,Both,2013,3.30326,8.47178,5.51886,COG,Child,5.168520000000001,Low,Malnutrition
Western Pacific,Female,2012,1.18785,10.37269,4.41919,LAO,Child,9.184840000000001,Low,Malnutrition
South-East Asia,Male,2017,8.23486,22.96717,14.77584,MMR,Child,14.73231,Moderate,Malnutrition
Europe,Female,2017,0.88969,6.23615,2.91547,BIH,Child,5.34646,Low,Malnutrition
Europe,Male,2016,0.38813,5.55778,1.99013,LUX,Child,5.16965,Low,Malnutrition
Europe,Female,2015,1.61616,3.45024,2.444,CYP,Child,1.83408,Low,Malnutrition
Africa,Both,2017,2.96056,6.09874,4.326,Sierra Leone,Child,3.13818,Low,Malnutrition
Eastern Mediterranean,Both,2017,1.03401,3.8217,2.14614,LBN,Child,2.7876899999999996,Low,Malnutrition
Africa,Both,2021,2.3633,4.61759,3.39169,ZAF,Child,2.2542899999999997,Low,Malnutrition
Europe,Male,2012,1.89914,3.12076,2.47765,POL,Child,1.2216200000000002,Low,Malnutrition
Americas,Male,2017,0.95932,11.08127,4.38479,GRD,Child,10.12195,Low,Malnutrition
Western Pacific,Both,2017,2.04322,4.77425,3.18483,Mongolia,Child,2.7310300000000005,Low,Malnutrition
Western Pacific,Female,2022,0.04427,1.73662,0.46649,NRU,Child,1.69235,Low,Malnutrition
South-East Asia,Female,2020,10.4342,17.76217,13.89199,BGD,Child,7.3279700000000005,Moderate,Malnutrition
Western Pacific,Male,2020,0.4839,6.61048,2.44853,PNG,Child,6.12658,Low,Malnutrition
Europe,Both,2019,1.73511,6.20527,3.56986,UZB,Child,4.47016,Low,Malnutrition
,Female,2016,17.94983,21.07833,19.49069,SEAR,Child,3.1285000000000025,Moderate,Malnutrition
Africa,Both,2022,3.35344,15.1561,8.12424,MLI,Child,11.80266,Low,Malnutrition
Western Pacific,Male,2020,6.72564,12.06292,9.18616,MYS,Child,5.33728,Low,Malnutrition
Americas,Female,2016,2.68746,8.74727,5.15895,DOM,Child,6.059810000000001,Low,Malnutrition
Africa,Both,2013,5.75543,14.27991,9.64237,CPV,Child,8.52448,Low,Malnutrition
Western Pacific,Male,2013,0.14897,2.64276,0.89945,TKL,Child,2.49379,Low,Malnutrition
Europe,Male,2020,1.12456,3.02097,1.92123,SRB,Child,1.8964100000000002,Low,Malnutrition
Africa,Female,2017,3.1491,8.89729,5.56709,MLI,Child,5.74819,Low,Malnutrition
Americas,Female,2020,0.51347,7.52844,2.76553,KNA,Child,7.01497,Low,Malnutrition
Europe,Both,2013,1.19667,1.80377,1.48079,PRT,Child,0.6071000000000002,Low,Malnutrition
,Female,2014,8.57653,9.38979,8.9794,GLOBAL,Child,0.8132599999999996,Low,Malnutrition
Europe,Male,2017,1.06756,1.96131,1.46908,SWE,Child,0.89375,Low,Malnutrition
Africa,Male,2019,7.08716,14.29708,10.30702,MUS,Child,7.209919999999999,Moderate,Malnutrition
Africa,Female,2021,1.1065,7.1032,3.32607,COM,Child,5.996700000000001,Low,Malnutrition
Eastern Mediterranean,Both,2014,4.376,7.04663,5.63523,BHR,Child,2.67063,Low,Malnutrition
Americas,Both,2020,0.82743,6.43303,2.77484,BLZ,Child,5.6056,Low,Malnutrition
Africa,Both,2013,3.94743,10.59395,6.80031,Gabon,Child,6.646519999999999,Low,Malnutrition
Eastern Mediterranean,Both,2014,14.72254,18.99069,16.82721,PAK,Child,4.26815,Moderate,Malnutrition
,Male,2014,23.59565,26.11361,24.84061,SEAR,Child,2.517960000000002,High,Malnutrition
,Male,2020,5.15422,7.11938,6.09411,WPR,Child,1.96516,Low,Malnutrition
Eastern Mediterranean,Both,2017,2.03171,10.06642,5.19789,SYR,Child,8.03471,Low,Malnutrition
South-East Asia,Male,2014,6.44236,9.25215,7.7917,THA,Child,2.8097900000000005,Low,Malnutrition
Eastern Mediterranean,Male,2012,10.75614,26.41231,17.99326,SDN,Child,15.656170000000001,Moderate,Malnutrition
Africa,Female,2018,1.36059,6.06347,3.14019,TGO,Child,4.7028799999999995,Low,Malnutrition
Eastern Mediterranean,Female,2019,3.41808,20.46773,10.07571,SDN,Child,17.04965,Moderate,Malnutrition
Europe,Both,2016,1.09754,1.8061,1.42133,MLT,Child,0.7085600000000001,Low,Malnutrition
Western Pacific,Both,2013,0.55865,5.9747,2.38543,PNG,Child,5.41605,Low,Malnutrition
Africa,Female,2015,2.36209,6.14813,3.88698,RWA,Child,3.7860400000000003,Low,Malnutrition
Africa,Male,2020,1.2192,10.73926,4.61363,LSO,Child,9.520059999999999,Low,Malnutrition
Western Pacific,Female,2020,1.8782,6.68595,3.893,FJI,Child,4.80775,Low,Malnutrition
Africa,Male,2012,9.0055,22.32795,14.93346,MLI,Child,13.322450000000002,Moderate,Malnutrition
Africa,Female,2021,2.6051,8.44288,4.97212,MOZ,Child,5.83778,Low,Malnutrition
Americas,Both,2012,6.29769,9.64431,7.89625,GUY,Child,3.3466200000000006,Low,Malnutrition
Americas,Female,2013,0.69098,1.64251,1.1097,URY,Child,0.9515299999999999,Low,Malnutrition
Africa,Both,2020,1.94463,11.43633,5.5445,AGO,Child,9.4917,Low,Malnutrition
Americas,Both,2019,1.93541,6.10752,3.68461,KNA,Child,4.17211,Low,Malnutrition
,Both,2015,9.89635,11.49937,10.69522,AFR,Child,1.6030200000000008,Moderate,Malnutrition
Western Pacific,Both,2015,0.60775,3.82585,1.75228,PYF,Child,3.2180999999999997,Low,Malnutrition
Western Pacific,Male,2018,2.86064,3.85637,3.32967,JPN,Child,0.99573,Low,Malnutrition
Europe,Both,2017,2.82109,4.72639,3.6753,KAZ,Child,1.9053000000000004,Low,Malnutrition
Africa,Female,2016,10.04447,14.23596,12.0753,ETH,Child,4.19149,Moderate,Malnutrition
Eastern Mediterranean,Both,2019,2.89025,5.64076,4.13836,MAR,Child,2.7505100000000002,Low,Malnutrition
Western Pacific,Female,2014,7.18916,9.58368,8.33509,PHL,Child,2.394519999999999,Low,Malnutrition
Europe,Both,2013,2.37033,3.27612,2.80823,ISR,Child,0.9057900000000001,Low,Malnutrition
Africa,Male,2018,17.39117,31.29342,24.1561,NER,Child,13.902250000000002,High,Malnutrition
Europe,Male,2015,2.16268,4.01591,3.01264,SVK,Child,1.85323,Low,Malnutrition
Europe,Male,2020,1.17885,3.04281,1.96784,SRB,Child,1.8639599999999998,Low,Malnutrition
Eastern Mediterranean,Both,2012,10.82902,15.28567,13.02082,SAU,Child,4.45665,Moderate,Malnutrition
South-East Asia,Both,2013,9.83415,16.53,12.92828,MMR,Child,6.695850000000002,Moderate,Malnutrition
Africa,Female,2014,1.62609,4.55154,2.85418,LSO,Child,2.92545,Low,Malnutrition
South-East Asia,Both,2019,2.41717,11.65772,6.00767,BTN,Child,9.240549999999999,Low,Malnutrition
Americas,Both,2017,1.35549,3.49973,2.27488,JAM,Child,2.14424,Low,Malnutrition
Western Pacific,Male,2014,0.95304,1.30418,1.12022,KOR,Child,0.3511399999999999,Low,Malnutrition
Europe,Female,2013,3.22382,5.46916,4.26254,UKR,Child,2.2453399999999997,Low,Malnutrition
South-East Asia,Female,2018,1.281,12.90457,5.274,BTN,Child,11.623569999999999,Low,Malnutrition
Africa,Male,2014,17.13448,30.26815,23.48112,NER,Child,13.133669999999999,High,Malnutrition
Europe,Both,2012,0.83061,1.26026,1.02726,IRL,Child,0.42965,Low,Malnutrition
Europe,Both,2017,0.76039,5.30447,2.36057,AND,Child,4.54408,Low,Malnutrition
Americas,Male,2014,2.0516,2.82644,2.42031,BRA,Child,0.7748399999999998,Low,Malnutrition
Europe,Male,2018,2.52959,3.64028,3.06367,HUN,Child,1.1106900000000004,Low,Malnutrition
Americas,Female,2013,1.16236,4.76015,2.57098,KNA,Child,3.5977900000000003,Low,Malnutrition
Europe,Both,2022,1.48003,2.72483,2.04585,AUT,Child,1.2448,Low,Malnutrition
Africa,Both,2016,7.97626,15.5295,11.49709,MLI,Child,7.553240000000001,Moderate,Malnutrition
Eastern Mediterranean,Male,2020,1.72909,6.91944,3.82861,JOR,Child,5.19035,Low,Malnutrition
,Female,2021,3.10135,4.36301,3.67993,WB_UMI,Child,1.26166,Low,Malnutrition
Eastern Mediterranean,Female,2013,0.97049,12.63229,4.70082,SOM,Child,11.6618,Low,Malnutrition
Africa,Male,2016,1.15281,15.42403,6.01591,COM,Child,14.27122,Low,Malnutrition
Americas,Male,2014,0.70135,10.40595,3.7964,LCA,Child,9.704600000000001,Low,Malnutrition
Eastern Mediterranean,Both,2014,3.25346,6.97712,4.93056,MAR,Child,3.72366,Low,Malnutrition
Americas,Both,2014,0.90479,1.6769,1.24717,URY,Child,0.7721100000000001,Low,Malnutrition
Africa,Both,2018,5.00847,14.01518,8.88299,COG,Child,9.006710000000002,Low,Malnutrition
Western Pacific,Male,2017,9.88915,13.8681,11.81207,PHL,Child,3.9789499999999993,Moderate,Malnutrition
Africa,Female,2014,6.05316,19.68693,12.02133,ERI,Child,13.63377,Moderate,Malnutrition
Western Pacific,Both,2022,0.66196,1.29748,0.95108,NZL,Child,0.63552,Low,Malnutrition
Africa,Male,2016,1.24444,13.77007,5.56508,AGO,Child,12.52563,Low,Malnutrition
Europe,Male,2012,2.65722,8.54936,5.13567,TKM,Child,5.8921399999999995,Low,Malnutrition
Americas,Both,2018,1.02484,5.49598,2.56424,HND,Child,4.47114,Low,Malnutrition
Western Pacific,Both,2021,1.04395,2.14235,1.52741,AUS,Child,1.0984,Low,Malnutrition
Africa,Female,2019,4.15434,8.82622,6.25308,MDG,Child,4.671879999999999,Low,Malnutrition
Western Pacific,Male,2022,0.16015,1.46747,0.59599,TON,Child,1.30732,Low,Malnutrition
Western Pacific,Female,2015,1.4476,1.88805,1.65577,JPN,Child,0.44045,Low,Malnutrition
Western Pacific,Both,2016,0.17018,0.79107,0.39509,TON,Child,0.62089,Low,Malnutrition
,Both,2020,9.98646,11.07225,10.52076,GLOBAL,Child,1.0857900000000011,Moderate,Malnutrition
Europe,Male,2020,0.97132,2.09842,1.47321,EST,Child,1.1271,Low,Malnutrition
Eastern Mediterranean,Male,2014,2.21659,8.75396,4.86791,IRQ,Child,6.537369999999999,Low,Malnutrition
Western Pacific,Female,2020,2.65485,4.61292,3.54746,CHN,Child,1.9580699999999998,Low,Malnutrition
Africa,Both,2022,7.00084,13.35772,9.91844,MUS,Child,6.35688,Low,Malnutrition
Africa,Female,2015,2.47198,3.89046,3.14409,ZAF,Child,1.4184800000000002,Low,Malnutrition
Africa,Female,2022,1.94824,6.95908,3.98357,CIV,Child,5.01084,Low,Malnutrition
Africa,Both,2019,7.18669,16.15712,11.32253,MLI,Child,8.97043,Moderate,Malnutrition
Europe,Female,2017,3.95069,6.7132,5.24101,TJK,Child,2.76251,Low,Malnutrition
Africa,Male,2017,7.50801,11.65258,9.48617,GHA,Child,4.144570000000001,Low,Malnutrition
Africa,Female,2021,1.04433,4.31043,2.37366,MWI,Child,3.2661000000000002,Low,Malnutrition
,Female,2021,7.19581,10.90374,8.97953,EMR,Child,3.707930000000001,Low,Malnutrition
Europe,Female,2014,0.9382,2.26445,1.49479,NLD,Child,1.32625,Low,Malnutrition
Americas,Male,2017,1.56343,3.00168,2.20579,GTM,Child,1.4382499999999998,Low,Malnutrition
South-East Asia,Male,2012,24.83918,28.07139,26.40967,IND,Child,3.232210000000002,High,Malnutrition
Americas,Male,2020,4.52558,9.99499,6.97874,CUB,Child,5.46941,Low,Malnutrition
Americas,Female,2016,1.15711,5.08357,2.69438,DMA,Child,3.9264599999999996,Low,Malnutrition
Europe,Male,2019,2.33035,7.20192,4.3516,TKM,Child,4.87157,Low,Malnutrition
Europe,Female,2018,0.81082,1.92081,1.28724,MLT,Child,1.1099899999999998,Low,Malnutrition
Eastern Mediterranean,Female,2015,0.92197,12.90303,4.7052,DJI,Child,11.98106,Low,Malnutrition
Eastern Mediterranean,Female,2013,1.07737,9.6856,4.17136,SYR,Child,8.60823,Low,Malnutrition
Europe,Female,2016,1.67774,4.32869,2.79182,LTU,Child,2.65095,Low,Malnutrition
Africa,Female,2015,1.91842,14.43866,6.53633,CAF,Child,12.520240000000001,Low,Malnutrition
Western Pacific,Both,2014,1.48877,5.44714,3.09088,SGP,Child,3.9583700000000004,Low,Malnutrition
South-East Asia,Male,2015,14.05958,21.44112,17.54694,NPL,Child,7.381540000000001,Moderate,Malnutrition
Europe,Both,2022,0.32748,4.48586,1.59957,LUX,Child,4.158379999999999,Low,Malnutrition
,Both,2013,1.89897,2.14971,2.02274,AMR,Child,0.25073999999999974,Low,Malnutrition
South-East Asia,Both,2016,9.07658,16.71675,12.5634,MMR,Child,7.640170000000001,Moderate,Malnutrition
Americas,Both,2018,1.35536,8.18501,3.88459,HTI,Child,6.82965,Low,Malnutrition
Africa,Male,2017,7.70355,14.34447,10.80608,ETH,Child,6.6409199999999995,Moderate,Malnutrition
Europe,Female,2013,1.14405,2.76373,1.8425,MNE,Child,1.6196799999999998,Low,Malnutrition
Europe,Male,2012,1.00807,2.70655,1.67291,LVA,Child,1.69848,Low,Malnutrition
Europe,Both,2016,2.03865,3.38038,2.6647,CZE,Child,1.34173,Low,Malnutrition
Africa,Male,2019,1.5717,16.49399,6.88055,NAM,Child,14.92229,Low,Malnutrition
Africa,Male,2018,4.30077,12.13704,7.67088,LSO,Child,7.836270000000001,Low,Malnutrition
Eastern Mediterranean,Male,2013,2.70217,8.19807,5.08219,QAT,Child,5.495899999999999,Low,Malnutrition
Africa,Female,2016,1.92654,5.94487,3.5266,BEN,Child,4.01833,Low,Malnutrition
Europe,Both,2014,1.96349,3.14116,2.51739,CZE,Child,1.1776700000000002,Low,Malnutrition
Americas,Both,2014,1.13593,2.50579,1.74677,PAN,Child,1.36986,Low,Malnutrition
,Female,2017,7.87423,10.71196,9.26485,EMR,Child,2.8377299999999996,Low,Malnutrition
Africa,Both,2020,4.0327,16.29268,8.84687,GMB,Child,12.25998,Low,Malnutrition
Eastern Mediterranean,Male,2018,3.78381,22.21578,11.17008,SDN,Child,18.43197,Moderate,Malnutrition
Eastern Mediterranean,Female,2020,0.48234,4.76963,1.92146,LBN,Child,4.2872900000000005,Low,Malnutrition
Africa,Both,2020,2.81366,4.96492,3.81722,ZAF,Child,2.15126,Low,Malnutrition
Eastern Mediterranean,Male,2014,3.42163,10.83606,6.55047,LBY,Child,7.414429999999999,Low,Malnutrition
Americas,Both,2017,1.3841,8.12791,3.89538,HTI,Child,6.74381,Low,Malnutrition
Europe,Female,2022,2.23425,8.60499,4.85819,TKM,Child,6.370740000000001,Low,Malnutrition
Eastern Mediterranean,Female,2016,1.03315,10.00174,4.23257,SYR,Child,8.968589999999999,Low,Malnutrition
Europe,Male,2013,1.44961,2.0619,1.73403,CHE,Child,0.61229,Low,Malnutrition
Europe,Both,2013,1.40813,2.53585,1.91829,TUR,Child,1.1277199999999998,Low,Malnutrition
Eastern Mediterranean,Male,2018,1.40238,3.97834,2.47362,KWT,Child,2.5759600000000002,Low,Malnutrition
Eastern Mediterranean,Both,2019,2.27209,5.24969,3.56652,ARE,Child,2.9776000000000002,Low,Malnutrition
Western Pacific,Both,2015,1.37445,2.11144,1.70648,PLW,Child,0.73699,Low,Malnutrition
Americas,Female,2017,0.62603,2.66537,1.40689,PRY,Child,2.0393399999999997,Low,Malnutrition
Africa,Both,2014,3.14311,7.31423,5.07701,STP,Child,4.17112,Low,Malnutrition
Europe,Both,2018,1.61086,2.78574,2.14806,ALB,Child,1.1748800000000001,Low,Malnutrition
Africa,Both,2022,2.64799,7.29462,4.63295,MOZ,Child,4.64663,Low,Malnutrition
Western Pacific,Male,2015,2.60138,17.11862,8.25779,FJI,Child,14.517240000000001,Low,Malnutrition
Africa,Male,2018,2.49819,9.05734,5.24544,SWZ,Child,6.55915,Low,Malnutrition
South-East Asia,Female,2014,6.56391,9.4762,7.94084,THA,Child,2.9122900000000005,Low,Malnutrition
Eastern Mediterranean,Female,2021,0.8513,11.68263,4.41661,SYR,Child,10.83133,Low,Malnutrition
Americas,Male,2012,1.38118,2.75813,1.99846,ECU,Child,1.37695,Low,Malnutrition
Western Pacific,Both,2015,0.56912,2.31013,1.29973,TUV,Child,1.7410100000000002,Low,Malnutrition
Europe,Both,2019,1.13135,1.69521,1.39634,CHE,Child,0.56386,Low,Malnutrition
Americas,Both,2017,0.49402,3.20626,1.46101,JAM,Child,2.71224,Low,Malnutrition
South-East Asia,Both,2017,5.50577,16.94443,10.48058,MMR,Child,11.43866,Moderate,Malnutrition
Africa,Male,2017,17.35475,31.02805,23.97448,NER,Child,13.673300000000001,High,Malnutrition
Western Pacific,Both,2016,1.66854,2.04016,1.84741,JPN,Child,0.3716200000000003,Low,Malnutrition
Africa,Female,2018,3.76547,8.41405,5.77414,KEN,Child,4.648579999999999,Low,Malnutrition
Western Pacific,Both,2021,5.16961,12.31929,8.25261,KHM,Child,7.149680000000001,Low,Malnutrition
,Male,2012,21.89705,25.0087,23.42618,SEAR,Child,3.111650000000001,High,Malnutrition
South-East Asia,Female,2013,5.71171,13.2249,9.06329,MMR,Child,7.51319,Low,Malnutrition
Americas,Female,2018,1.18114,3.25561,2.03946,SLV,Child,2.07447,Low,Malnutrition
South-East Asia,Both,2013,6.87785,8.86566,7.84741,THA,Child,1.9878100000000005,Low,Malnutrition
